#Order	Acceptance Ratio
1	0.20516927044696998
2	0.05700290807862818
3	0.22676095740467284
4	0.47368940587641817
5	0.9291501554647609
6	0.8339327945373948
7	0.21478273204272624
8	0.25637299301436367
9	0.3544415450228352
10	0.8854722702001209
11	0.47460734461066667
12	0.45177200953093855
13	0.5613514027372336
14	0.9575812931692441
15	0.9031266440389506
16	0.7273895691487356
17	0.14720710891170052
18	0.20801046773414167
19	0.6640107390692257
20	0.22112545297592434
21	0.14193590952526114
22	0.3953936663562141
23	0.7445239342603845
24	0.9053280186272956
25	0.9453381697042682
26	0.9956439982609235
27	0.8383636736879236
28	0.7876385817052862
29	0.7692605877024086
30	0.33260448302914847
31	0.16562743240018907
32	0.026757522447977022
33	0.43320781564177846
34	0.19886087658937046
35	0.025883190765060515
36	0.9089559266476817
37	0.6866254536846292
38	0.69142194327483
39	0.6119601867056724
40	0.7822123868019236
41	0.7154515271095597
42	0.6975752975957473
43	0.30114227446895425
44	0.9767090529348793
45	0.7980820454808787
46	0.3143163252592278
47	0.10661471483087259
48	0.578826476725865
49	0.7602030091931087
50	0.16768834566479074
51	0.43774756403351367
52	0.38205211372717407
53	0.5383325255320566
54	0.5115143332051271
55	0.9382507520044986
56	0.9046504329174883
57	0.9331830186621202
58	0.8450887519058524
59	0.27733956434903195
60	0.027852568143217127
61	0.430257929561468
62	0.8607459227217321
63	0.2648686586288381
64	0.31449822288529905
65	0.1292385840415008
66	0.8643573203221471
67	0.630232233207236
68	0.7781229855361705
69	0.36080579768795007
70	0.46340420208508326
71	0.009607204075721909
72	0.5820203011223101
73	0.3602301497355802
74	0.8190713048171653
75	0.7082923701431221
76	0.822513834734916
77	0.8147921434038128
78	0.5031397437100741
79	0.06015837614267261
80	0.24146981643587262
81	0.9015989347475906
82	0.22512295554319806
83	0.9675118712011702
84	0.023494608916272863
85	0.6994130838837439
86	0.24889640185678352
87	0.8018301297083864
88	0.22284829978817422
89	0.5851660531843526
90	0.5895486493522081
91	0.3128455347575866
92	0.8374754085944139
93	0.17651953763453276
94	0.9947249182957499
95	0.4592945193066258
96	0.2543227884157926
97	0.7551033019973787
98	0.19730131486254765
99	0.693455577451829
100	0.2850460451888994
101	0.6567575966947804
102	0.5321651437765365
103	0.47306020919471325
104	0.3925884711786649
105	0.1921279361532967
106	0.42847978312711665
107	0.20508381076964388
108	0.5882535911433954
109	0.4748965655670424
110	0.1481503722379527
111	0.6465380888470399
112	0.08611068931452903
113	0.46071919225234825
114	0.45803036254777607
115	0.05662734923325918
116	0.3464840349826821
117	0.577465672245266
118	0.5838251718795416
119	0.5989618992990968
120	0.0770498412995716
121	0.3718072629204313
122	0.2638571260731578
123	0.11347836703132519
124	0.598241711590034
125	0.9918316842815846
126	0.39242254009200384
127	0.5449573140691977
128	0.49287354767397773
129	0.345122321884652
130	0.6952152588796463
131	0.23661918070068744
132	0.06038308831913375
133	0.46433894125439445
134	0.8532341366055559
135	0.44611582472600364
136	0.04288406128693867
137	0.28100523166973856
138	0.5946697078352918
139	0.7010076419638526
140	0.3888837489542619
141	0.9529151793136184
142	0.7412382741543287
143	0.06785544094150175
144	0.5419449523041912
145	0.0720997828542802
146	0.8216035640407671
147	0.4750345985958926
148	0.996048307475613
149	0.34706803095839023
150	0.0725699342384506
151	0.9790597772721588
152	0.7412499896153224
153	0.49518535489023896
154	0.978289223910651
155	0.6381620681773943
156	0.316248652207727
157	0.24659201880502424
158	0.6262111514137837
159	0.9309230162929599
160	0.8212641233420881
161	0.0962712743148939
162	0.7970473264338976
163	0.7587844060444819
164	0.7778149225699343
165	0.23656665889107942
166	0.44805741612461136
167	0.3284523347169599
168	0.617678428298264
169	0.13800805964084528
170	0.40831611039265503
171	0.4345817861940895
172	0.7139644885948446
173	0.5838510815135127
174	0.21642712358030103
175	0.14367341032868042
176	0.8884451720773832
177	0.019450062867210405
178	0.8654616536970573
179	0.8905966377834381
180	0.77984649685684
181	0.6139683125785429
182	0.1273581941192664
183	0.607705784564589
184	0.3543361994543892
185	0.9971154852080258
186	0.910729950166304
187	0.07157286967693233
188	0.2964626923665742
189	0.40630761349865396
190	0.12086061147198468
191	0.6358604548738057
192	0.6776307577405425
193	0.2049931311393821
194	0.19355166983150462
195	0.7088323954202823
196	0.7366168169017401
197	0.21262841361643559
198	0.3772858645896856
199	0.2376465870973049
200	0.07964703066762135
201	0.06888833438390973
202	0.014765981106765302
203	0.8145279023878561
204	0.29786904193651276
205	0.6220526343350768
206	0.7337548645671658
207	0.1791744633889364
208	0.39201098614404983
209	0.7691178685160697
210	0.5845592596081546
211	0.5816321100566999
212	0.20268352990026917
213	0.8617740888015823
214	0.8438562022052222
215	0.5601072642118476
216	0.7408839938418192
217	0.028341542243281337
218	0.1697969096473091
219	0.020079880016179108
220	0.5166513197497348
221	0.8315862918367714
222	0.05596820000299507
223	0.7122386894639404
224	0.6943930960680917
225	0.7746389759965586
226	0.6953859632783945
227	0.7771774850792469
228	0.7837107280952039
229	0.7028269801906201
230	0.452049860868746
231	0.5975009462822667
232	0.07961412746400798
233	0.922944143789816
234	0.7221921490148197
235	0.8579719188415054
236	0.172724497132554
237	0.32710190997148525
238	0.9888176961226335
239	0.32757563367551434
240	0.04074262317651056
241	0.9729189081174363
242	0.7702894244627216
243	0.27923783866754237
244	0.5613011775898811
245	0.7811167234493099
246	0.5037262543258902
247	0.44666846541692506
248	0.6392093797871422
249	0.7736650640404276
250	0.035800342328976775
251	0.22813881574722328
252	0.9939900631842365
253	0.9349506700220955
254	0.5564525075316579
255	0.13969006005660523
256	0.24061651508918813
257	0.5883153037356021
258	0.8004031154898542
259	0.782770652316442
260	0.8838068684514908
261	0.6394447129568286
262	0.14704984986283787
263	0.47156472395715676
264	0.6455026087458559
265	0.7432688572533119
266	0.8009581429257949
267	0.5345081607249909
268	0.16672280992978394
269	0.48768992653106
270	0.4175027302634713
271	0.23820078826239743
272	0.09324590245349029
273	0.08815874307056504
274	0.5908264836163164
275	0.17837672370099
276	0.10382672402431248
277	0.022391760129599203
278	0.04985009031046039
279	0.09906111806693407
280	0.08990317777133972
281	0.9779307914357492
282	0.1487917200951584
283	0.9899284524512006
284	0.9543335150198572
285	0.8167012167365244
286	0.5079216100226589
287	0.6176436755145608
288	0.7926141314516297
289	0.9263291186771075
290	0.2253582223836481
291	0.4548800377369858
292	0.36945515781706284
293	0.8416810275319502
294	0.8830166251635698
295	0.3804758164696478
296	0.9803194122267787
297	0.7059489404543516
298	0.7527676523405833
299	0.9022731943880932
300	0.10807641793394829
301	0.5588321733895165
302	0.6042716248750303
303	0.014849159375202703
304	0.9353352039321232
305	0.2990912898361229
306	0.8497037027343457
307	0.17893083842877
308	0.6124037928080003
309	0.5893313662901325
310	0.8860126554180113
311	0.47261158615399923
312	0.2984431739797303
313	0.4196906654830018
314	0.07603911429694998
315	0.30758897009297526
316	0.4681479827021211
317	0.2084793301675305
318	0.3974437700795116
319	0.8873612603627172
320	0.6734697179156106
321	0.6875740201243722
322	0.3545830682449377
323	0.37558062221055954
324	0.6573977628876796
325	0.10701703592954626
326	0.8786691085581531
327	0.373352048294078
328	0.6484314448941483
329	0.3425584323623754
330	0.06423531144998551
331	0.12408922750520646
332	0.3451490239567683
333	0.7386286871050893
334	0.41650969848458774
335	0.01866272524284618
336	0.582230494960109
337	0.2653292311222579
338	0.36779430431153703
339	0.181114984975434
340	0.7726938358910966
341	0.5327923213936229
342	0.46456620459657283
343	0.8920510132417317
344	0.16015010429062548
345	0.122984518890068
346	0.23809511434296593
347	0.03799353407029449
348	0.752259024032272
349	0.746087559349839
350	0.06574014893501956
351	0.6407243381030703
352	0.936373654459934
353	0.32705548812642316
354	0.2843632071980473
355	0.5505606588143938
356	0.4482406061713109
357	0.24669534031808826
358	0.32834183402146144
359	0.4133450977367048
360	0.5057660359977612
361	0.46158561298632705
362	0.16700128172075113
363	0.7101525027315
364	0.8133121726940343
365	0.26087314613839985
366	0.2800356289807322
367	0.5891935790640194
368	0.7868371634704966
369	0.1897318090266048
370	0.8819851717360074
371	0.6900816675258785
372	0.3579327098290487
373	0.8114221908938976
374	0.5541888865124489
375	0.3931102752750898
376	0.21459215709055135
377	0.8961674633653464
378	0.33272293273516895
379	0.5109074436470414
380	0.06933842499700604
381	0.18232241922545656
382	0.39577758683821973
383	0.8657919615885141
384	0.3562146934483128
385	0.34789362331487683
386	0.8400494023757756
387	0.2691337969372004
388	0.042328249708546095
389	0.20516356209114983
390	0.16930606899533696
391	0.5406408655275459
392	0.6686264132033383
393	0.3792495934743565
394	0.00797724658983101
395	0.5167644146511426
396	0.7115371856686536
397	0.728920379237418
398	0.8418198815950414
399	0.0711229753565612
400	0.3538826717551422
401	0.8032677787727228
402	0.5205094361670012
403	0.351276428175589
404	0.26692506938494964
405	0.5804247023806807
406	0.25296621202100467
407	0.31303447434767284
408	0.8359223275269052
409	0.4505409112675818
410	0.040156962201093216
411	0.5359655599002663
412	0.6526877278498591
413	0.3871269169158488
414	0.9266489523320103
415	0.6709718837662673
416	0.628105496949034
417	0.9997456420515696
418	0.01160673269771606
419	0.6669304628122951
420	0.9223710484052139
421	0.20847604690087196
422	0.10005618059612109
423	0.04490007278420305
424	0.367993096956549
425	0.5274884859184078
426	0.5748606262204036
427	0.7410169158170649
428	0.7864713267776331
429	0.7104913001200602
430	0.045050943554696854
431	0.3173256594187057
432	0.4428103209944573
433	0.3212801974335652
434	0.25913471664188503
435	0.5136062442710521
436	0.22537326135088542
437	0.6151556704934621
438	0.9746536169973662
439	0.6954084619298102
440	0.9797986444662644
441	0.00778830097347083
442	0.06468806764004231
443	0.5852401568458157
444	0.7258773747105728
445	0.5637868965616434
446	0.10709432570594524
447	0.3810054915370298
448	0.4908786826265543
449	0.8937264161375073
450	0.9852868969547784
451	0.5949873999644452
452	0.8661674662868067
453	0.5618929179304598
454	0.14310062992320793
455	0.14168004313354343
456	0.7618040113947666
457	0.10322601921096985
458	0.6041461320504727
459	0.8838879866455353
460	0.33126345446575667
461	0.8293194068699296
462	0.27566038625616796
463	0.32129219468365755
464	0.23773696972026903
465	0.0702138722358413
466	0.43593454074840565
467	0.6806722877429725
468	0.36009821417487675
469	0.9544819286297623
470	0.025945769052488243
471	0.4089250583003313
472	0.5540665661818384
473	0.5778710208535702
474	0.9684802982844701
475	0.7758198621149557
476	0.6920506357670874
477	0.5468349785046224
478	0.09923936297001312
479	0.48263123660785356
480	0.27116977276793996
481	0.7413954014121898
482	0.9836616035580323
483	0.4535069854999223
484	0.8952718334839499
485	0.4473979516518566
486	0.9498499611948218
487	0.7576986056490149
488	0.39131393211033727
489	0.021974686674736676
490	0.6220561444275697
491	0.3969670561879912
492	0.31047733898593277
493	0.49641429624182676
494	0.7858199595925344
495	0.33886123762029485
496	0.2924973566550698
497	0.9159313462299
498	0.027637578391557227
499	0.5978000501939943
500	0.8926973737230588
501	0.08316023848680587
502	0.2691252788991365
503	0.055443849859318495
504	0.30637634561082483
505	0.48997899129021105
506	0.8520320446399458
507	0.7889362423289239
508	0.48515579314804813
509	0.3670929827005236
510	0.32439978376251377
511	0.09652694714478949
512	0.9862590295911764
513	0.6511963670099915
514	0.8119602808500681
515	0.24501527519888444
516	0.48496575942099196
517	0.7371548577648344
518	0.11757226320480652
519	0.17377445637141453
520	0.10259361544069512
521	0.8315551231776744
522	0.6660386855692654
523	0.4764204979176979
524	0.3829478026716232
525	0.511396893439453
526	0.9803047340448817
527	0.17897533652999587
528	0.49129095774876386
529	0.6625965907937723
530	0.9559864660274356
531	0.14411113271395148
532	0.35795229068922607
533	0.9218999446010279
534	0.1965186623068953
535	0.12812418659897773
536	0.9025601789868585
537	0.43681445454687395
538	0.9000189556885979
539	0.9965893463706029
540	0.7178785595875161
541	0.17432551955605335
542	0.7404203134570002
543	0.8256290171049946
544	0.8402485024377508
545	0.22283445653379597
546	0.6374828400969702
547	0.3644140940499384
548	0.10661019007173911
549	0.08238802419325186
550	0.41813244118432824
551	0.3280464912224226
552	0.4732969956675336
553	0.7353981991584122
554	0.08734503425872653
